elo1, elo2, res, round
2715,2486,1-0,10
2280,2416,1/2-1/2,10
2509,2710,0-1,10
2498,2675,1/2-1/2,10
2622,2466,1-0,10
2478,2609,0-1,10
2569,2431,1-0,10
2468,2568,1/2-1/2,10
2566,2439,1/2-1/2,10
2430,2566,1/2-1/2,10
2565,2414,1/2-1/2,10
2435,2563,0-1,10
2411,2533,1/2-1/2,10
2531,2419,1-0,10
2643,2263,1/2-1/2,10
2603,2375,1-0,10
2556,2362,1/2-1/2,10
2335,2507,0-1,10
2485,2279,0-1,10
2313,2472,0-1,10
2462,2297,1-0,10
2307,2460,1-0,10
2407,2125,1/2-1/2,10
2226,2405,0-1,10
2421,2124,1-0,10
2411,2257,1/2-1/2,10
2407,2236,1-0,10
2223,2386,0-1,10
2375,2235,1-0,10
2369,2212,0-1,10
2169,2369,1/2-1/2,10
2131,2350,1-0,10
2046,2329,0-1,10
2044,2314,1/2-1/2,10
2312,2090,1-0,10
2302,2050,1/2-1/2,10
2284,2041,1-0,10
2274,1997,1/2-1/2,10
2260,1766,0-1,10
1960,2260,0-1,10
2364,2071,1-0,10
2071,2359,0-1,10
1990,2281,1-0,10
2271,2059,1-0,10
1990,2269,1-0,10
2235,1992,1-0,10
2211,1988,1/2-1/2,10
2204,1985,0-1,10
2204,1985,0-1,10
1985,2197,0-1,10
1980,2180,0-1,10
1903,2180,0-1,10
1936,2148,0-1,10
1903,2141,0-1,10
2136,1953,1-0,10
2135,1961,1/2-1/2,10
2133,1871,1-0,10
1888,2075,1/2-1/2,10
2075,1935,1/2-1/2,10
2125,1878,1-0,10
1872,2078,1/2-1/2,10
2072,1909,1-0,10
1853,2028,1/2-1/2,10
2008,1856,1-0,10
1991,1811,0-1,10
1978,1792,1/2-1/2,10
1736,1957,1/2-1/2,10
1734,1910,0-1,10
1827,2009,0-1,10
1823,1969,0-1,10
1623,1953,0-1,10
1949,1817,0-1,10
1613,1909,0-1,10
1908,1671,1-0,10
2706,2056,1-0,1
2687,2051,1-0,1
2657,2048,1-0,1
2646,2044,1-0,1
2631,2038,1-0,1
2033,2623,0-1,1
2603,2027,1-0,1
2027,2600,0-1,1
2022,2587,0-1,1
2011,2541,0-1,1
2528,2008,1-0,1
2506,2007,1-0,1
2005,2503,0-1,1
2501,2004,1-0,1
1994,2487,0-1,1
1980,2460,0-1,1
2456,1967,1-0,1
1967,2456,0-1,1
1963,2444,0-1,1
2441,1961,1-0,1
1958,2439,0-1,1
2435,1953,1-0,1
1953,2430,0-1,1
1927,2395,0-1,1
2382,1901,1-0,1
1897,2376,0-1,1
2362,1895,1-0,1
1886,2359,0-1,1
2317,1865,1-0,1
2314,1854,1-0,1
1853,2308,0-1,1
1844,2303,0-1,1
1829,2294,0-1,1
2290,1822,1/2-1/2,1
1812,2285,0-1,1
2269,1802,1-0,1
2249,1738,1-0,1
1737,2248,0-1,1
2244,1736,1-0,1
1710,2237,1/2-1/2,1
1704,2233,1/2-1/2,1
2229,1703,0-1,1
1663,2208,1/2-1/2,1
1654,2205,1/2-1/2,1
2173,1595,1-0,1
2158,1530,1-0,1
2135,1475,1-0,1
2126,1470,1-0,1
2123,1450,1-0,1
1349,2105,0-1,1
1234,2104,0-1,1
2055,2700,1/2-1/2,1
2049,2681,0-1,1
2044,2651,0-1,1
2042,2646,0-1,1
2546,2019,1-0,1
2599,2026,1-0,1
2007,2511,0-1,1
1999,2496,0-1,1
2495,1998,1-0,1
1997,2493,0-1,1
2490,1996,1-0,1
2479,1993,1-0,1
1992,2466,0-1,1
2463,1985,1-0,1
2447,1964,1-0,1
2427,1953,1-0,1
1948,2423,0-1,1
2418,1940,1-0,1
1938,2408,0-1,1
2398,1933,1-0,1
2394,1923,1-0,1
1922,2389,0-1,1
2385,1921,0-1,1
1915,2385,1/2-1/2,1
1893,2362,0-1,1
2360,1890,1-0,1
2345,1883,1/2-1/2,1
1882,2341,0-1,1
2325,1875,1-0,1
1867,2323,0-1,1
1862,2314,0-1,1
2308,1845,1-0,1
2299,1830,0-1,1
2274,1810,1-0,1
1803,2270,0-1,1
1782,2257,0-1,1
2255,1761,1-0,1
1759,2254,0-1,1
2253,1756,1-0,1
1754,2251,0-1,1
1729,2239,0-1,1
2237,1705,1-0,1
2212,1677,1-0,1
1669,2209,0-1,1
2209,1668,1-0,1
2207,1662,1-0,1
2198,1650,1-0,1
1649,2196,0-1,1
2191,1618,1-0,1
1618,2187,0-1,1
2180,1599,1-0,1
1598,2176,0-1,1
1557,2162,0-1,1
1526,2155,0-1,1
2155,1512,1-0,1
1510,2143,0-1,1
1471,2130,0-1,1
1437,2117,1-0,1
2116,1425,1-0,1
1424,2115,0-1,1
2105,1404,1-0,1
2104,1309,1-0,1
2102,1175,1-0,1
2303,2706,0-1,2
2294,2687,0-1,2
2681,2308,1-0,2
2285,2657,0-1,2
2651,2274,1-0,2
2270,2646,0-1,2
2646,2255,1-0,2
2257,2631,1-0,2
2623,2253,1-0,2
2254,2603,0-1,2
2600,2249,1-0,2
2248,2546,1/2-1/2,2
2251,2599,0-1,2
2587,2244,1-0,2
2239,2528,1/2-1/2,2
2511,2237,1-0,2
2215,2506,1/2-1/2,2
2503,2237,1/2-1/2,2
2209,2501,0-1,2
2496,2212,1-0,2
2187,2495,1/2-1/2,2
2493,2209,1-0,2
2487,2207,1-0,2
2185,2479,1/2-1/2,2
2466,2198,1-0,2
2460,2191,1-0,2
2176,2456,0-1,2
2456,2180,1/2-1/2,2
2162,2447,1-0,2
2444,2173,1-0,2
2155,2441,0-1,2
2439,2158,1-0,2
2143,2435,1/2-1/2,2
2430,2155,1-0,2
2130,2427,0-1,2
2423,2135,1-0,2
2124,2418,1/2-1/2,2
2408,2126,1-0,2
2115,2398,1/2-1/2,2
2395,2123,1-0,2
2105,2394,0-1,2
2389,2105,1-0,2
2104,2382,0-1,2
2376,2104,1-0,2
2099,2362,0-1,2
2362,2102,1/2-1/2,2
2093,2360,1-0,2
2359,2101,1/2-1/2,2
2341,2097,1-0,2
2066,2325,0-1,2
2323,2080,1-0,2
1921,2317,0-1,2
2314,2066,1-0,2
1830,2314,1/2-1/2,2
2308,1437,1-0,2
1703,2290,0-1,2
2700,1710,1-0,2
2385,1704,1-0,2
2237,1663,1-0,2
2233,1654,1-0,2
2208,1636,1-0,2
1822,2055,0-1,2
1804,1915,1/2-1/2,2
1883,1624,1-0,2
1875,2385,0-1,2
1865,2299,1/2-1/2,2
1854,2229,1-0,2
2117,1867,1/2-1/2,2
2056,1862,1/2-1/2,2
2051,1853,1-0,2
1845,2049,0-1,2
2048,1844,0-1,2
2044,1829,1-0,2
1810,2042,1/2-1/2,2
2038,1812,1-0,2
1802,2033,0-1,2
2027,1803,1-0,2
1761,2027,1-0,2
2026,1782,1-0,2
1756,2022,1-0,2
2019,1759,1/2-1/2,2
1738,2011,1/2-1/2,2
2008,1754,1-0,2
1736,2007,1/2-1/2,2
2007,1729,1/2-1/2,2
2004,1705,1/2-1/2,2
1677,1999,0-1,2
1668,1997,0-1,2
1996,1662,1-0,2
1650,1994,0-1,2
1993,1649,1-0,2
1618,1992,0-1,2
1985,1618,1-0,2
1599,1980,0-1,2
1967,1598,1-0,2
1595,1967,0-1,2
1964,1557,1-0,2
1530,1963,0-1,2
1961,1512,1-0,2
1475,1958,0-1,2
1953,1510,0-1,2
1470,1953,0-1,2
1953,1471,1-0,2
1450,1948,0-1,2
1425,1938,0-1,2
1933,1424,1-0,2
1309,1927,0-1,2
1175,1922,0-1,2
1901,1234,1-0,2
2162,2444,0-1,3
2700,2093,1-0,3
2541,2248,1-0,3
2528,2237,1-0,3
2506,2233,1-0,3
2215,2503,0-1,3
2495,2208,1-0,3
2237,2490,1/2-1/2,3
2479,2187,1-0,3
2196,2463,0-1,3
2456,2185,1-0,3
2435,2124,1/2-1/2,3
2418,2143,1-0,3
2398,2116,1-0,3
2180,2385,0-1,3
2101,2362,0-1,3
2055,2359,0-1,3
2314,2115,1-0,3
2290,1883,1/2-1/2,3
2101,2269,0-1,3
2631,1830,1-0,3
2447,2038,1-0,3
2385,2033,1/2-1/2,3
2360,2027,1-0,3
2005,2345,1/2-1/2,3
2308,2026,1-0,3
1999,2303,0-1,3
1997,2294,0-1,3
1994,2285,1-0,3
2274,2008,1-0,3
1992,2270,0-1,3
2255,1998,1-0,3
1980,2254,0-1,3
2253,1996,1/2-1/2,3
1967,2251,0-1,3
2249,1993,1-0,3
2244,1985,1/2-1/2,3
2237,1967,1-0,3
2212,1964,1-0,3
1963,2209,0-1,3
2209,1961,0-1,3
2205,1953,1-0,3
2198,1940,0-1,3
2191,1938,1-0,3
1958,2176,1/2-1/2,3
2173,1933,0-1,3
2158,1923,1-0,3
1953,2155,0-1,3
2155,1921,1-0,3
2135,1901,1-0,3
1948,2130,0-1,3
2126,1895,1-0,3
2123,1890,1-0,3
2105,1854,1-0,3
1927,2105,1-0,3
2104,1804,1-0,3
1922,2104,0-1,3
1915,2099,0-1,3
2097,1761,0-1,3
2080,1756,1/2-1/2,3
1893,2066,0-1,3
2066,1703,1-0,3
1844,2051,1/2-1/2,3
1510,2044,0-1,3
1437,2056,1-0,3
2299,1737,1-0,3
1729,2117,0-1,3
1710,2044,1/2-1/2,3
2042,1736,1-0,3
1705,2019,0-1,3
2011,1669,1-0,3
2007,1526,1/2-1/2,3
1704,2007,0-1,3
1663,2004,0-1,3
1654,1897,1-0,3
1886,1349,1-0,3
1636,1865,1-0,3
1624,1822,1-0,3
1404,1810,0-1,3
2229,1649,1-0,3
1618,2048,0-1,3
2027,1618,1-0,3
2022,1599,1-0,3
1882,1595,1-0,3
1557,1875,1-0,3
1853,1530,1-0,3
1512,1845,0-1,3
1829,1475,1-0,3
1812,1471,1-0,3
1803,1470,1-0,3
1782,1450,1-0,3
1754,1309,1/2-1/2,3
1424,1677,1-0,3
1234,1650,0-1,3
2706,2439,0-1,3
2687,2430,1-0,3
2441,2681,0-1,3
2657,2423,1-0,3
2427,2651,1/2-1/2,3
2646,2408,1-0,3
2395,2646,0-1,3
2603,2389,1-0,3
2394,2600,0-1,3
2599,2376,1-0,3
2382,2587,0-1,3
2546,2239,1-0,3
2362,2511,1/2-1/2,3
2501,2341,1/2-1/2,3
2325,2496,1/2-1/2,3
2323,2493,1/2-1/2,3
2317,2487,0-1,3
2314,2466,1-0,3
2308,2460,0-1,3
2456,2257,1/2-1/2,3
2587,2687,1-0,4
2681,2599,1-0,4
2487,2657,1/2-1/2,4
2646,2460,1-0,4
2503,2362,1/2-1/2,4
2269,2501,1/2-1/2,4
2496,2314,1-0,4
2341,2495,0-1,4
2257,2479,0-1,4
2444,2603,0-1,4
2600,2314,1-0,4
2439,2623,1/2-1/2,4
2463,2700,0-1,4
2651,2456,1/2-1/2,4
2385,2541,1/2-1/2,4
2362,2528,1/2-1/2,4
2418,2546,1-0,4
2511,2398,1-0,4
2359,2506,1-0,4
2706,2325,1-0,4
2490,2205,1-0,4
2185,2447,0-1,4
2441,2162,1/2-1/2,4
2430,2135,1-0,4
2408,2123,1-0,4
2102,2382,0-1,4
2104,2360,1-0,4
2303,2104,1/2-1/2,4
2294,2066,1-0,4
1961,2274,0-1,4
2254,1994,1/2-1/2,4
1761,2212,0-1,4
2051,2299,0-1,4
2033,2253,1/2-1/2,4
2248,2042,1-0,4
2019,2244,1-0,4
2239,2011,1-0,4
2233,1958,1-0,4
2208,1886,1/2-1/2,4
2207,1867,1-0,4
1830,2180,0-1,4
2143,1759,1-0,4
2117,1654,1-0,4
2116,1636,1/2-1/2,4
1810,2101,0-1,4
2285,1915,1-0,4
1923,2229,0-1,4
1895,2173,0-1,4
2105,1893,1-0,4
1890,2097,0-1,4
2044,1853,1-0,4
2038,1803,1/2-1/2,4
2026,1754,1-0,4
1845,2022,0-1,4
1804,2007,0-1,4
1998,1557,1-0,4
1703,1997,1/2-1/2,4
1650,1980,1-0,4
1964,1510,1-0,4
1526,1963,0-1,4
1475,1953,0-1,4
2056,1663,1-0,4
1865,1404,1-0,4
1822,1349,1-0,4
1875,1530,1-0,4
1471,1829,0-1,4
1802,1470,1/2-1/2,4
1677,1450,1/2-1/2,4
1618,1309,1-0,4
1175,1618,0-1,4
1599,1234,1-0,4
2209,2631,0-1,4
2466,2191,1/2-1/2,4
2158,2456,0-1,4
2155,2435,0-1,4
2423,2155,1-0,4
2130,2395,0-1,4
2124,2394,1-0,4
2389,2126,1-0,4
2376,2105,1-0,4
2099,2317,1/2-1/2,4
2093,2308,0-1,4
2066,2308,0-1,4
2044,2290,0-1,4
2270,2049,1/2-1/2,4
1940,2255,0-1,4
2251,1437,1-0,4
1933,2237,0-1,4
1883,2237,1/2-1/2,4
2385,1927,1-0,4
2345,2055,1-0,4
2237,2005,1-0,4
2004,2215,0-1,4
1985,2196,1-0,4
2187,1862,1-0,4
2176,1844,0-1,4
2115,1624,1-0,4
1756,2101,0-1,4
1738,2080,0-1,4
1921,2209,0-1,4
1901,2198,0-1,4
2048,1882,1-0,4
2027,1812,1-0,4
1854,2027,1-0,4
2008,1710,1/2-1/2,4
1662,1992,1/2-1/2,4
1938,1424,1-0,4
1897,1598,1-0,4
1649,1425,1-0,4
2603,2681,1-0,5
2600,2646,0-1,5
2657,2587,1-0,5
2700,2487,1-0,5
2479,2646,0-1,5
2439,2511,1/2-1/2,5
2496,2418,1/2-1/2,5
2495,2359,1/2-1/2,5
2395,2706,0-1,5
2687,2408,1-0,5
2382,2651,0-1,5
2546,2233,1-0,5
2631,2389,1-0,5
2623,2385,1-0,5
2599,2362,1/2-1/2,5
2541,2376,1-0,5
2528,2323,1-0,5
2314,2503,0-1,5
2501,2362,1-0,5
2493,2308,1/2-1/2,5
2308,2490,0-1,5
2460,2294,1/2-1/2,5
2456,2269,1-0,5
2456,2251,1-0,5
2447,2124,1/2-1/2,5
2290,2444,0-1,5
2435,2104,1-0,5
2255,2427,1/2-1/2,5
2237,2423,0-1,5
2212,2466,0-1,5
2506,2207,1-0,5
2215,2463,1/2-1/2,5
2191,2441,0-1,5
2398,2187,1-0,5
2180,2385,0-1,5
2162,2345,1/2-1/2,5
2143,2341,1/2-1/2,5
2325,2117,1-0,5
2317,2115,1/2-1/2,5
2314,2099,1-0,5
2101,2303,0-1,5
2299,2019,1-0,5
2104,2270,1/2-1/2,5
2101,2257,0-1,5
2080,2254,1-0,5
2049,2249,1/2-1/2,5
1994,2248,1-0,5
1883,2239,0-1,5
1844,2237,1-0,5
2237,1985,1-0,5
2394,2048,1-0,5
2360,2044,1/2-1/2,5
2022,2285,1/2-1/2,5
2253,2044,1-0,5
2229,2033,1-0,5
2007,2209,1/2-1/2,5
2209,2027,1-0,5
2007,2208,0-1,5
2205,2026,1/2-1/2,5
2198,1967,1-0,5
1999,2185,1/2-1/2,5
2173,1964,1-0,5
1996,2158,0-1,5
1963,2155,0-1,5
2155,1961,0-1,5
2135,1953,1/2-1/2,5
1953,2130,1/2-1/2,5
2126,1940,0-1,5
2123,1938,1-0,5
1948,2116,0-1,5
2105,1933,1/2-1/2,5
1886,2105,0-1,5
1927,2102,0-1,5
2097,1854,1-0,5
1636,2093,1/2-1/2,5
1437,2066,0-1,5
2066,1761,1-0,5
2244,1650,1-0,5
2196,1865,1-0,5
1862,2176,0-1,5
1803,2056,1-0,5
2055,1830,1-0,5
1759,2051,0-1,5
2042,1822,1/2-1/2,5
1729,2038,0-1,5
2011,1810,1-0,5
1704,2008,1/2-1/2,5
2005,1782,1/2-1/2,5
1710,2004,0-1,5
1997,1756,0-1,5
1993,1738,1/2-1/2,5
1992,1737,1/2-1/2,5
1669,1967,0-1,5
1958,1736,1/2-1/2,5
1953,1705,1/2-1/2,5
1654,1922,0-1,5
1624,1897,1-0,5
1867,1703,1-0,5
2027,1662,1/2-1/2,5
1668,1923,0-1,5
1915,1649,1-0,5
1618,1901,1-0,5
1618,1895,1/2-1/2,5
1557,1890,0-1,5
1882,1599,0-1,5
1510,1875,0-1,5
1853,1595,1/2-1/2,5
1829,1526,1-0,5
1424,1804,0-1,5
1663,1475,1/2-1/2,5
1349,1802,0-1,5
1530,1234,1-0,5
1309,1471,0-1,5
1425,1175,1-0,5
2274,2430,1/2-1/2,5
2646,2603,1/2-1/2,6
2646,2700,1/2-1/2,6
2687,2657,0-1,6
2706,2501,1-0,6
2681,2496,1-0,6
2651,2495,1-0,6
2490,2631,1/2-1/2,6
2623,2456,1-0,6
2444,2600,1-0,6
2587,2439,1/2-1/2,6
2423,2541,1/2-1/2,6
2314,2546,0-1,6
2359,2528,1/2-1/2,6
2511,2435,1/2-1/2,6
2503,2418,0-1,6
2325,2599,0-1,6
2308,2506,1/2-1/2,6
2303,2493,0-1,6
2487,2299,1-0,6
2294,2479,0-1,6
2466,2274,1-0,6
2460,2255,1-0,6
2257,2447,0-1,6
2239,2441,1-0,6
2430,2237,1-0,6
2427,2080,1-0,6
2124,2398,0-1,6
2385,1994,1-0,6
2362,1844,1-0,6
2463,2212,1-0,6
2408,2215,1-0,6
2208,2395,0-1,6
2155,2394,0-1,6
2389,2209,1/2-1/2,6
2385,2198,1-0,6
2116,2382,0-1,6
2376,2173,1-0,6
2362,2162,0-1,6
2345,2158,1-0,6
2341,2123,0-1,6
2323,2143,1-0,6
2105,2317,1-0,6
2115,2314,1-0,6
2104,2308,0-1,6
2102,2290,1-0,6
2270,2097,1-0,6
2269,2104,1-0,6
2066,2253,1/2-1/2,6
2251,2049,1-0,6
2249,2066,1-0,6
1961,2237,0-1,6
1940,2229,0-1,6
2051,2360,0-1,6
2285,2093,1-0,6
2254,2055,1/2-1/2,6
2248,2044,1-0,6
2038,2244,1-0,6
2237,2022,1-0,6
2233,2011,1-0,6
2209,1999,1/2-1/2,6
2207,2007,1/2-1/2,6
2019,2205,0-1,6
2026,2196,1/2-1/2,6
2004,2191,0-1,6
2187,1998,1-0,6
2185,1953,0-1,6
1985,2180,1/2-1/2,6
2176,1883,0-1,6
1967,2135,1/2-1/2,6
2130,1867,1-0,6
2117,1636,1-0,6
1953,2105,1-0,6
1933,2101,1-0,6
1922,2101,0-1,6
2099,1624,1-0,6
1890,2155,1-0,6
2044,1886,1-0,6
1875,2042,0-1,6
2033,1854,1-0,6
2027,1829,1/2-1/2,6
2008,1812,1-0,6
1822,2007,0-1,6
1804,2005,0-1,6
1782,1996,0-1,6
1761,1993,1/2-1/2,6
1738,1992,1-0,6
1737,1980,1/2-1/2,6
1967,1704,1-0,6
1964,1618,0-1,6
1736,1963,1/2-1/2,6
1705,1958,1/2-1/2,6
1662,1948,0-1,6
1650,1927,0-1,6
1923,1437,1-0,6
1599,1915,0-1,6
2056,1729,1-0,6
1703,2027,1/2-1/2,6
1598,1997,0-1,6
1595,1921,0-1,6
1897,1710,1/2-1/2,6
1895,1669,1-0,6
1893,1654,1/2-1/2,6
1865,1618,1/2-1/2,6
1475,1862,1/2-1/2,6
1470,1853,0-1,6
1830,1512,1-0,6
1810,1450,1-0,6
1901,1557,1-0,6
1530,1882,1/2-1/2,6
1845,1425,0-1,6
1526,1668,0-1,6
1471,1663,0-1,6
1649,1424,1-0,6
2657,2646,1-0,7
2603,2706,0-1,7
2700,2623,1-0,7
2681,2646,1/2-1/2,7
2418,2651,1/2-1/2,7
2631,2444,1/2-1/2,7
2599,2456,1/2-1/2,7
2447,2587,0-1,7
2541,2427,1/2-1/2,7
2528,2423,1/2-1/2,7
2511,2385,1/2-1/2,7
2546,2430,1-0,7
2493,2362,0-1,7
2439,2490,1-0,7
2435,2487,1/2-1/2,7
2479,2359,1-0,7
2398,2466,0-1,7
2239,2460,1-0,7
2345,2687,0-1,7
2600,2323,1/2-1/2,7
2506,2270,1/2-1/2,7
2308,2503,1/2-1/2,7
2501,2308,1-0,7
2496,2269,1-0,7
2495,2251,1/2-1/2,7
2237,2463,1/2-1/2,7
2456,2249,1/2-1/2,7
2229,2408,0-1,7
2395,2115,1-0,7
2394,2102,1-0,7
2162,2385,1-0,7
2382,2105,1-0,7
2123,2376,0-1,7
2441,2187,1-0,7
2205,2389,1/2-1/2,7
2360,2130,0-1,7
2209,2325,1/2-1/2,7
2191,2314,1/2-1/2,7
2124,2303,0-1,7
2299,2117,1-0,7
2101,2294,0-1,7
2080,2285,0-1,7
2274,2099,1/2-1/2,7
1994,2257,0-1,7
2255,2066,1/2-1/2,7
2253,2038,1-0,7
1953,2248,1-0,7
1883,2237,1/2-1/2,7
2237,1953,0-1,7
1844,2233,0-1,7
2317,1933,1-0,7
2042,2362,0-1,7
2007,2341,1-0,7
2314,2044,1-0,7
2290,2033,1-0,7
2007,2254,1/2-1/2,7
2215,2026,1-0,7
2212,2008,1-0,7
2005,2209,1/2-1/2,7
1999,2208,0-1,7
1996,2207,1/2-1/2,7
2198,1985,1-0,7
2196,1967,1-0,7
2180,1961,1-0,7
2173,1948,1/2-1/2,7
1927,2155,0-1,7
2135,1940,1-0,7
1915,2116,1/2-1/2,7
1756,2104,0-1,7
2097,1923,1/2-1/2,7
2066,1890,1-0,7
2055,1803,0-1,7
2049,1738,1-0,7
1618,2185,0-1,7
2244,1963,1-0,7
1953,2176,0-1,7
1921,2126,1/2-1/2,7
2105,1938,1-0,7
2101,1922,1-0,7
2093,1895,1/2-1/2,7
1867,2056,1-0,7
1754,2051,0-1,7
2048,1853,1-0,7
2044,1830,1/2-1/2,7
1759,2027,1-0,7
2022,1810,1-0,7
1636,2019,1-0,7
2011,1802,0-1,7
1624,2004,1-0,7
1998,1761,1-0,7
1997,1737,0-1,7
1993,1736,1-0,7
2155,1703,1-0,7
2027,1650,1-0,7
1704,1964,1-0,7
1668,1901,0-1,7
1663,1897,1/2-1/2,7
1662,1893,1-0,7
1886,1649,1-0,7
1654,1875,0-1,7
1862,1599,1/2-1/2,7
1812,1475,1-0,7
1618,1804,1-0,7
1425,1782,0-1,7
1882,1510,1/2-1/2,7
1729,1470,1-0,7
1424,1845,0-1,7
1677,1471,1-0,7
1557,1309,0-1,7
1234,1526,0-1,7
2657,2700,0-1,8
2651,2706,1/2-1/2,8
2466,2681,0-1,8
2646,2439,1/2-1/2,8
2646,2479,1/2-1/2,8
2362,2603,0-1,8
2587,2418,1-0,8
2444,2546,0-1,8
2623,2239,1-0,8
2687,2435,1/2-1/2,8
2427,2631,0-1,8
2423,2599,0-1,8
2408,2541,1/2-1/2,8
2528,2395,1/2-1/2,8
2394,2511,0-1,8
2385,2501,1/2-1/2,8
2376,2496,1-0,8
2487,2382,1-0,8
2456,2162,1-0,8
2303,2600,1/2-1/2,8
2294,2506,0-1,8
2503,2299,1-0,8
2285,2495,1/2-1/2,8
2270,2493,1/2-1/2,8
2257,2490,1/2-1/2,8
2463,2308,1-0,8
2251,2456,0-1,8
2249,2447,0-1,8
2233,2441,0-1,8
2430,2237,1-0,8
2130,2398,0-1,8
2359,1953,1-0,8
1953,2323,0-1,8
2389,2198,1-0,8
2385,2205,1-0,8
2362,2196,1-0,8
2191,2345,0-1,8
2325,2180,1-0,8
2155,2317,0-1,8
2135,2314,0-1,8
2314,2123,1-0,8
2308,2066,1-0,8
2115,2290,1-0,8
2105,2274,1-0,8
2269,2049,1-0,8
2104,2255,1/2-1/2,8
2237,2007,1-0,8
2102,2229,1/2-1/2,8
2099,2215,0-1,8
2066,2212,1/2-1/2,8
1803,2209,0-1,8
2360,1883,1-0,8
2254,2048,0-1,8
2248,2022,1-0,8
2007,2244,0-1,8
2038,2237,1-0,8
2209,1998,1-0,8
2207,2005,1-0,8
2187,1996,1-0,8
2185,1994,0-1,8
1993,2176,1-0,8
1980,2173,1-0,8
2158,1967,1-0,8
2143,1915,1-0,8
1948,2124,0-1,8
2117,1844,1/2-1/2,8
2116,1867,1/2-1/2,8
1923,2105,1/2-1/2,8
2104,1759,1-0,8
1802,2101,1-0,8
1933,2101,1/2-1/2,8
1737,2097,0-1,8
1636,2080,0-1,8
2051,1624,1-0,8
2341,1927,1-0,8
1901,2155,0-1,8
1890,2126,0-1,8
2093,1921,1/2-1/2,8
1895,2055,0-1,8
1875,2044,0-1,8
2044,1812,0-1,8
1830,2042,0-1,8
2033,1886,1-0,8
1829,2027,1-0,8
2026,1756,1/2-1/2,8
2008,1705,1-0,8
1782,1999,0-1,8
1985,1710,1/2-1/2,8
1967,1704,1-0,8
1961,1662,1-0,8
1958,1618,0-1,8
1940,1618,1-0,8
1738,2056,1-0,8
2027,1822,1/2-1/2,8
2019,1810,1-0,8
1761,2011,1-0,8
2004,1754,1-0,8
1736,1997,0-1,8
1992,1729,1-0,8
1938,1669,1-0,8
1922,1663,1/2-1/2,8
1599,1897,1/2-1/2,8
1598,1865,0-1,8
1854,1530,1/2-1/2,8
1853,1437,1-0,8
1649,1964,1-0,8
1595,1893,0-1,8
1526,1882,1-0,8
1510,1845,1-0,8
1804,1512,1/2-1/2,8
1703,1425,1-0,8
1475,1677,1-0,8
1309,1668,0-1,8
1175,1450,0-1,8
1471,1234,1/2-1/2,8
2700,2681,1-0,9
2706,2587,0-1,9
2603,2657,1-0,9
2546,2646,1-0,9
2511,2651,1-0,9
2439,2646,0-1,9
2631,2456,1-0,9
2479,2623,0-1,9
2599,2487,0-1,9
2506,2376,1/2-1/2,9
2441,2687,1/2-1/2,9
2541,2430,1-0,9
2435,2528,1/2-1/2,9
2398,2503,1-0,9
2501,2408,1-0,9
2418,2466,1-0,9
2395,2463,1/2-1/2,9
2323,2460,0-1,9
2456,2385,1/2-1/2,9
2447,2362,1-0,9
2239,2444,1/2-1/2,9
2600,2359,1-0,9
2496,2308,1-0,9
2495,2314,1-0,9
2493,2285,1-0,9
2490,2303,1-0,9
2314,2427,0-1,9
2270,2423,0-1,9
2269,2394,1/2-1/2,9
2257,2389,1-0,9
2215,2385,0-1,9
2382,2115,1-0,9
2209,2362,0-1,9
2105,2345,1-0,9
2162,2325,0-1,9
2317,2237,1-0,9
2158,2360,1/2-1/2,9
2308,2143,0-1,9
2299,2130,1-0,9
2124,2294,1/2-1/2,9
2255,2104,1-0,9
2253,2104,1/2-1/2,9
2251,2102,1-0,9
2097,2249,0-1,9
2080,2248,0-1,9
2244,2066,1/2-1/2,9
2237,2051,0-1,9
2048,2233,1/2-1/2,9
2229,2038,1-0,9
2212,1993,1-0,9
1994,2207,1-0,9
1953,2187,0-1,9
2173,1953,1/2-1/2,9
2290,1802,1-0,9
2049,2341,1/2-1/2,9
2044,2274,0-1,9
2208,2042,1-0,9
2205,2033,1-0,9
2198,2008,1-0,9
2196,2007,1-0,9
1999,2191,0-1,9
2180,1967,1/2-1/2,9
1883,2155,1/2-1/2,9
2155,1940,1/2-1/2,9
1867,2135,1/2-1/2,9
2126,1961,1-0,9
2123,1933,1-0,9
1812,2117,0-1,9
1844,2116,1-0,9
2105,1829,1-0,9
2101,1923,1-0,9
1618,2099,1/2-1/2,9
2066,1803,0-1,9
2055,1738,1/2-1/2,9
1967,2254,0-1,9
2237,1980,1-0,9
1921,2185,0-1,9
2176,1948,1-0,9
2101,1938,1-0,9
1915,2093,0-1,9
1865,2026,0-1,9
2022,1853,1-0,9
1756,2019,1-0,9
1759,2007,1/2-1/2,9
2005,1761,1/2-1/2,9
1998,1737,1-0,9
1996,1636,1-0,9
1710,1992,0-1,9
1624,1985,0-1,9
2044,1782,1/2-1/2,9
1705,2027,1/2-1/2,9
2027,1649,1-0,9
1704,1958,0-1,9
1927,1703,1/2-1/2,9
1668,1922,0-1,9
1663,1901,1/2-1/2,9
1897,1650,0-1,9
1662,1895,1-0,9
1893,1599,0-1,9
1654,1890,1-0,9
1886,1526,1-0,9
1618,1875,1-0,9
1862,1510,1-0,9
1854,1475,1-0,9
1530,1830,0-1,9
2056,1669,1-0,9
2011,1729,1-0,9
1512,1963,0-1,9
1953,1404,1/2-1/2,9
1810,1598,1-0,9
1470,1804,1/2-1/2,9
